scenario,type,window,range,outside_support_share,transactions_affected,predictor,target,predicted,truth
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,independent_ml,timeout_rate_delta_pp,0.0007856939819229913,0.07732456988207995
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,independent_ml,failures_delta,0.039750907723146156,37.00000000000068
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,independent_ml,gmv_at_risk,210.43562725372612,71180.12000000011
AU Small Finance UPI -40pp 18:00-20:00,issuer_degradation,2026-02-03,out_of_range,1.0,109,independent_ml,p95_latency_delta_ms,-0.15902308593922498,18.0
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,rule_baseline,success_rate_delta_pp,-1.6877639713113513,-1.6463689670726311
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,rule_baseline,timeout_rate_delta_pp,0.6481636596158321,0.6798118435466202
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,rule_baseline,failures_delta,523.8481814156173,511.0000000000034
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,rule_baseline,gmv_at_risk,1835348.9597051144,1657396.7600000007
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,rule_baseline,p95_latency_delta_ms,0.0,215.0
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,independent_ml,success_rate_delta_pp,-0.01591296213580007,-1.6463689670726311
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,independent_ml,timeout_rate_delta_pp,0.00029871629212896086,0.6798118435466202
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,independent_ml,failures_delta,4.939065187709502,511.0000000000034
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,independent_ml,gmv_at_risk,44131.093302359805,1657396.7600000007
HDFC all methods -10pp all day,issuer_degradation,2026-02-03,in_range,0.007138831486004133,5323,independent_ml,p95_latency_delta_ms,0.6865167890809971,215.0
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,rule_baseline,success_rate_delta_pp,-5.114585134909111,-5.132418325923071
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,rule_baseline,timeout_rate_delta_pp,1.8287399639686868,2.0748759585024805
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,rule_baseline,failures_delta,1587.4649341730901,1593.0000000000032
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,rule_baseline,gmv_at_risk,5548525.020250343,5294725.61
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,rule_baseline,p95_latency_delta_ms,0.0,782.0
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,independent_ml,success_rate_delta_pp,-0.0035959272658314667,-5.132418325923071
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,independent_ml,timeout_rate_delta_pp,-0.0017206046464198453,2.0748759585024805
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,independent_ml,failures_delta,1.1161039047688064,1593.0000000000032
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,independent_ml,gmv_at_risk,31774.83805502206,5294725.61
HDFC all methods -30pp all day,issuer_degradation,2026-02-03,out_of_range,1.0,5323,independent_ml,p95_latency_delta_ms,1.412750786691504,782.0
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,rule_baseline,success_rate_delta_pp,-0.7406786771949725,-0.7442489851150258
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,rule_baseline,timeout_rate_delta_pp,0.38182602250628056,0.7442489851150202
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,rule_baseline,failures_delta,229.89184782777556,231.00000000000182
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,rule_baseline,gmv_at_risk,609882.8127132179,608612.2399999993
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,rule_baseline,p95_latency_delta_ms,0.0,237.0
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,independent_ml,success_rate_delta_pp,-0.04872260352152269,-0.7442489851150258
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,independent_ml,timeout_rate_delta_pp,0.06049942776103698,0.7442489851150202
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,independent_ml,failures_delta,15.122521681010085,231.00000000000182
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,independent_ml,gmv_at_risk,34018.218414161354,608612.2399999993
gateway_a outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,240,independent_ml,p95_latency_delta_ms,7.323492894289302,237.0
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,rule_baseline,success_rate_delta_pp,-3.0106910584619895,-3.0059926541658677
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,rule_baseline,timeout_rate_delta_pp,1.5371918031429188,3.041433082028481
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,rule_baseline,failures_delta,934.4582907254326,933.0000000000023
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,rule_baseline,gmv_at_risk,2862144.6203090437,2725303.340000001
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,rule_baseline,p95_latency_delta_ms,0.0,1480.0
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,independent_ml,success_rate_delta_pp,-0.19791345306102714,-3.0059926541658677
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,independent_ml,timeout_rate_delta_pp,0.24728241459901437,3.041433082028481
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,independent_ml,failures_delta,61.42837756108156,933.0000000000023
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,independent_ml,gmv_at_risk,142222.21938371472,2725303.340000001
gateway_a outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,971,independent_ml,p95_latency_delta_ms,30.837220539304326,1480.0
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,rule_baseline,success_rate_delta_pp,-0.4989863892137736,-0.5187189896256217
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,rule_baseline,timeout_rate_delta_pp,0.24962135735182284,0.5251627037824601
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,rule_baseline,failures_delta,154.87539548417112,161.00000000000045
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,rule_baseline,gmv_at_risk,696590.7755130697,742248.2199999997
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,rule_baseline,p95_latency_delta_ms,0.0,152.0
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,independent_ml,success_rate_delta_pp,-0.03436457919933078,-0.5187189896256217
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,independent_ml,timeout_rate_delta_pp,0.045785988786224176,0.5251627037824601
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,independent_ml,failures_delta,10.666078091888266,161.00000000000045
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,independent_ml,gmv_at_risk,30462.85316420812,742248.2199999997
gateway_b outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,167,independent_ml,p95_latency_delta_ms,15.282928501242168,152.0
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,rule_baseline,success_rate_delta_pp,-2.1489420641023216,-2.171531670855087
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,rule_baseline,timeout_rate_delta_pp,1.083870964752893,2.1844190991687604
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,rule_baseline,failures_delta,666.9886378560786,674.000000000002
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,rule_baseline,gmv_at_risk,2529498.3256313717,2545716.2700000005
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,rule_baseline,p95_latency_delta_ms,0.0,793.0
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,independent_ml,success_rate_delta_pp,-0.14248234226582612,-2.171531670855087
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,independent_ml,timeout_rate_delta_pp,0.18642909596505702,2.1844190991687604
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,independent_ml,failures_delta,44.223669392466945,674.000000000002
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,independent_ml,gmv_at_risk,124314.90232232865,2545716.2700000005
gateway_b outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,693,independent_ml,p95_latency_delta_ms,62.00543117392772,793.0
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,rule_baseline,success_rate_delta_pp,-0.3716563310124821,-0.3866228494104007
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,rule_baseline,timeout_rate_delta_pp,0.2069231994044723,0.3898447064888202
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,rule_baseline,failures_delta,115.3546920196543,120.00000000000023
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,rule_baseline,gmv_at_risk,499751.7168574799,529096.2999999998
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,rule_baseline,p95_latency_delta_ms,0.0,108.0
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,independent_ml,success_rate_delta_pp,-0.028005755616988814,-0.3866228494104007
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,independent_ml,timeout_rate_delta_pp,0.035235807752787354,0.3898447064888202
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,independent_ml,failures_delta,8.69242642840095,120.00000000000023
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,independent_ml,gmv_at_risk,24034.388233510777,529096.2999999998
gateway_c outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,123,independent_ml,p95_latency_delta_ms,1.873214586929862,108.0
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,rule_baseline,success_rate_delta_pp,-1.5764171520748937,-1.5851536825826407
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,rule_baseline,timeout_rate_delta_pp,0.871755701392962,1.6012629679747405
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,rule_baseline,failures_delta,489.28835566100565,492.0
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,rule_baseline,gmv_at_risk,1654547.8657193147,1657740.67
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,rule_baseline,p95_latency_delta_ms,0.0,555.0
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,independent_ml,success_rate_delta_pp,-0.12593749348093208,-1.5851536825826407
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,independent_ml,timeout_rate_delta_pp,0.1525481603656972,1.6012629679747405
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,independent_ml,failures_delta,39.08847922661175,492.0
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,independent_ml,gmv_at_risk,91970.59759691916,1657740.67
gateway_c outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,509,independent_ml,p95_latency_delta_ms,14.215998589124865,555.0
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,rule_baseline,success_rate_delta_pp,-0.12440269146093419,-0.1192087119015417
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,rule_baseline,timeout_rate_delta_pp,0.07652412242742188,0.11920871190153996
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,rule_baseline,failures_delta,38.61210737564488,37.00000000000068
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,rule_baseline,gmv_at_risk,62932.87222401053,59796.99000000022
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,rule_baseline,p95_latency_delta_ms,0.0,29.0
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,independent_ml,success_rate_delta_pp,-0.022094282287210554,-0.1192087119015417
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,independent_ml,timeout_rate_delta_pp,0.02281821140252306,0.11920871190153996
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,independent_ml,failures_delta,6.857623336304414,37.00000000000068
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,independent_ml,gmv_at_risk,9571.515720926225,59796.99000000022
gateway_d outage 15m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,41,independent_ml,p95_latency_delta_ms,10.852601283860167,29.0
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,rule_baseline,success_rate_delta_pp,-0.4524783210615779,-0.4510599909788082
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,rule_baseline,timeout_rate_delta_pp,0.274704256371237,0.45105999097880006
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,rule_baseline,failures_delta,140.4402212910927,140.0000000000025
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,rule_baseline,gmv_at_risk,298662.9389096033,299125.46999999974
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,rule_baseline,p95_latency_delta_ms,0.0,135.0
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,independent_ml,success_rate_delta_pp,-0.06657809674519566,-0.4510599909788082
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,independent_ml,timeout_rate_delta_pp,0.07014641231285028,0.45105999097880006
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,independent_ml,failures_delta,20.6645096677737,140.0000000000025
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,independent_ml,gmv_at_risk,34397.11327101663,299125.46999999974
gateway_d outage 60m at 19:00,gateway_outage,2026-02-03,out_of_range,1.0,145,independent_ml,p95_latency_delta_ms,38.99817455063112,135.0
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,rule_baseline,success_rate_delta_pp,0.012888487502682455,0.011578488633501305
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,rule_baseline,timeout_rate_delta_pp,-0.0027104097482832587,0.06166148359473284
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,rule_baseline,failures_delta,-383.5252139963234,-366.9999999999991
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,rule_baseline,gmv_at_risk,20417.927021357697,93675.19947394356
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,rule_baseline,p95_latency_delta_ms,-1.0061321905322984,21.0
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,independent_ml,success_rate_delta_pp,0.06489514073287905,0.011578488633501305
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,independent_ml,timeout_rate_delta_pp,-0.028198822970381884,0.06166148359473284
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,independent_ml,failures_delta,-357.7740240156734,-366.9999999999991
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,independent_ml,gmv_at_risk,-18962.51045140857,93675.19947394356
all traffic -30%,traffic_change,2026-02-03,in_range,0.002379619260918253,21432,independent_ml,p95_latency_delta_ms,-3.4920311008099816,21.0
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,rule_baseline,success_rate_delta_pp,-0.01878472269077891,0.04085439979825134
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,rule_baseline,timeout_rate_delta_pp,0.005554965898127082,0.0014939885979141018
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,rule_baseline,failures_delta,388.30438007511816,348.00000000000205
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,rule_baseline,gmv_at_risk,24355.4073958816,-147906.34930947516
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,rule_baseline,p95_latency_delta_ms,62.29142931738352,90.0
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,independent_ml,success_rate_delta_pp,-0.1112743199949695,0.04085439979825134
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,independent_ml,timeout_rate_delta_pp,0.04439453407157658,0.0014939885979141018
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,independent_ml,failures_delta,388.5723321634109,348.00000000000205
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,independent_ml,gmv_at_risk,200352.72013047524,-147906.34930947516
all traffic +30%,traffic_change,2026-02-03,in_range,0.0007507507507507507,39960,independent_ml,p95_latency_delta_ms,64.2928933102794,90.0
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,rule_baseline,success_rate_delta_pp,-1.3963924934361382,-2.4844556064749113
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,rule_baseline,timeout_rate_delta_pp,0.33139098931093747,2.36916089614694
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,rule_baseline,failures_delta,1795.4303042775337,2360.000000000001
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,rule_baseline,gmv_at_risk,2449622.212094535,3931293.436993908
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,rule_baseline,p95_latency_delta_ms,1153.1248761444022,2620.0
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,independent_ml,success_rate_delta_pp,-1.4998572189004467,-2.4844556064749113
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,independent_ml,timeout_rate_delta_pp,0.9831879787217283,2.36916089614694
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,independent_ml,failures_delta,1754.4295228673461,2360.000000000001
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,independent_ml,gmv_at_risk,2334641.9550153837,3931293.436993908
all traffic +80%,traffic_change,2026-02-03,in_range,0.009675685361046408,55810,independent_ml,p95_latency_delta_ms,1285.455200558059,2620.0
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,rule_baseline,success_rate_delta_pp,-5.5942426614205125,-15.60246081333051
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,rule_baseline,timeout_rate_delta_pp,1.3412329852162388,14.93819517096337
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,rule_baseline,failures_delta,5342.954167791815,12112.000000000004
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,rule_baseline,gmv_at_risk,12490388.608273888,32426177.371493258
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,rule_baseline,p95_latency_delta_ms,2716.380576148804,15922.0
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,independent_ml,success_rate_delta_pp,-4.70248673340119,-15.60246081333051
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,independent_ml,timeout_rate_delta_pp,3.369566314528845,14.93819517096337
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,independent_ml,failures_delta,4585.81688931724,12112.000000000004
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,independent_ml,gmv_at_risk,9086606.106699713,32426177.371493258
all traffic +120%,traffic_change,2026-02-03,out_of_range,0.10553765016114855,68260,independent_ml,p95_latency_delta_ms,3205.80153118169,15922.0
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,rule_baseline,success_rate_delta_pp,0.06323369617156072,0.15350625652192917
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,rule_baseline,timeout_rate_delta_pp,0.054742362686470945,0.03162926352110185
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,rule_baseline,failures_delta,233.6734858713039,189.00000000000023
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,rule_baseline,gmv_at_risk,-107551.31081325654,-168930.10286484566
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,rule_baseline,p95_latency_delta_ms,-105.62952184167716,-143.0
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,independent_ml,success_rate_delta_pp,-0.0012365997716479171,0.15350625652192917
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,independent_ml,timeout_rate_delta_pp,0.07228746229348097,0.03162926352110185
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,independent_ml,failures_delta,232.7028882638815,189.00000000000023
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,independent_ml,gmv_at_risk,-45328.36925505381,-168930.10286484566
UPI traffic +30%,traffic_change,2026-02-03,in_range,0.0007097038351303399,36635,independent_ml,p95_latency_delta_ms,-118.94260653958145,-143.0
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,rule_baseline,success_rate_delta_pp,-0.22784641079114376,-0.42490451091969916
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,rule_baseline,timeout_rate_delta_pp,0.21350799773789503,0.690445245366702
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,rule_baseline,failures_delta,795.039280587223,860.0000000000036
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,rule_baseline,gmv_at_risk,160011.750794773,220658.398463713
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,rule_baseline,p95_latency_delta_ms,64.85195656898759,166.0
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,independent_ml,success_rate_delta_pp,-0.3753727520176664,-0.42490451091969916
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,independent_ml,timeout_rate_delta_pp,0.38466452510984034,0.690445245366702
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,independent_ml,failures_delta,798.8143338711234,860.0000000000036
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,independent_ml,gmv_at_risk,235491.1867610216,220658.398463713
UPI traffic +80%,traffic_change,2026-02-03,in_range,0.003607231240300323,47682,independent_ml,p95_latency_delta_ms,104.27114248188445,166.0
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,rule_baseline,success_rate_delta_pp,-0.08170843200423494,0.008306350280296027
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,rule_baseline,timeout_rate_delta_pp,-0.10530039292501164,-0.08005880861280167
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,rule_baseline,failures_delta,279.0219365102521,235.00000000000182
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,rule_baseline,gmv_at_risk,29464.807414148003,-114966.70596985333
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,rule_baseline,p95_latency_delta_ms,3.3583358474234046,15.04999999993015
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,independent_ml,success_rate_delta_pp,-0.12778331300002943,0.008306350280296027
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,independent_ml,timeout_rate_delta_pp,-0.07156780114856301,-0.08005880861280167
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,independent_ml,failures_delta,271.9232130188309,235.00000000000182
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,independent_ml,gmv_at_risk,148609.7119989628,-114966.70596985333
CARD traffic +80%,traffic_change,2026-02-03,in_range,0.0008689103863754852,34526,independent_ml,p95_latency_delta_ms,-5.8303951543312,15.04999999993015
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,rule_baseline,success_rate_delta_pp,0.03801340228987149,0.012887428313679283
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,rule_baseline,timeout_rate_delta_pp,0.04808218934235688,0.05477157033313999
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,rule_baseline,failures_delta,-11.798599802730223,-3.9999999999997726
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,rule_baseline,gmv_at_risk,-99037.8214960359,224522.06999999937
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,rule_baseline,p95_latency_delta_ms,-35.63469114508189,-41.0
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,independent_ml,success_rate_delta_pp,0.011863328970762588,0.012887428313679283
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,independent_ml,timeout_rate_delta_pp,0.0392632157320447,0.05477157033313999
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,independent_ml,failures_delta,-3.682140045945289,-3.9999999999997726
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,independent_ml,gmv_at_risk,108752.42770261876,224522.06999999937
20% CARD -> UPI,method_shift,2026-02-03,in_range,0.0,1520,independent_ml,p95_latency_delta_ms,-34.60245883524385,-41.0
60% CARD -> UPI,method_shift,2026-02-03,in_range,0.0004385003288752467,4561,rule_baseline,success_rate_delta_pp,0.13135157606797287,0.02255299954893042
60% CARD -> UPI,method_shift,2026-02-03,in_range,0.0004385003288752467,4561,rule_baseline,timeout_rate_delta_pp,0.14097793862144406,0.15787099684258007
60% CARD -> UPI,method_shift,2026-02-03,in_range,0.0004385003288752467,4561,rule_baseline,failures_delta,-40.76890217997743,-6.999999999996817
60% CARD -> UPI,method_shift,2026-02-03,in_range,0.0004385003288752467,4561,rule_baseline,gmv_at_risk,-186133.58847339824,521759.6299999999
60% CARD -> UPI,method_shift,2026-02-03,in_range,0.0004385003288752467,4561,rule_baseline,p95_latency_delta_ms,-102.7764599164293,-143.0
